"Planet_number","planet_name","STAR_IDX","Mass (Earth)","relative density","RADIUS","TYPE_TERRAIN","CLIMATE TYPE"
481,"Rastaban Kappa",1033,6.35,1.302,1.7,"tundra:forest","frozen:arid:tropical:temperate:rocky:superheated"
482,"Rastaban Psi",1033,0.77,0.709,1.03,"lava river:bog","frigid:subartic:artic:temperate:arid"
483,"Kasumi Jiu",3806,1,1.075,0.98,"ice cave:lakes","subartic"
484,"Kasumi Shi",3806,3.47,1.219,1.42,"urban:verdant:river:savanna:toxic cloudsea","hot:frigid:subartic:windy:rocky:frozen"
485,"Starlight Whisper Cerberian",1583,0.51,1.353,0.72,"river","hot:frigid"
486,"Starlight Whisper Astraeos",1583,0.89,1.187,0.91,"","windy"
487,"Fomalhaut Zeta",5012,4.5,1.142,1.58,"hill:mountain:valley","artificial temperate:artic:temperate:tropical:frozen"
488,"Alsephina Hermesios",5382,1.64,1.167,1.12,"field:ash","humid:arid:hot"
489,"Brachium Aetherios",8306,4.46,0.628,1.92,"fungus forest:cave","tropical:hot:rocky:artic"
490,"Celestial Cascade Alpha",4768,0.93,1.134,0.94,"fungus forest:cityscape:city","tropical:subartic:arid"
491,"Situla Psi",3685,6.79,0.891,1.97,"jungle","hot:rocky:temperate:frozen:artificial temperate"
492,"Zephyrianix Sextant",6536,3.48,0.467,1.95,"rainforest:rocky desert:volcano:savanna","arid:temperate:frigid:tropical:humid"
493,"Zephyrianix Septimal",6536,2.7,1.158,1.33,"ash","windy:rocky:superheated:subartic"
494,"Paikauhale IV",8218,2.43,0.89,1.4,"rock arche:verdant:desert:tundra","frozen:rocky:artic"
495,"Paikauhale XVII",8218,0.79,1.06,0.91,"valley:rainforest:reef:ice cave:cave","tropical:artificial temperate:artic:frigid"
496,"Paikauhale XXIII",8218,5.2,1.237,1.61,"lava river:vine","superheated:hot:tropical:subartic:temperate"
497,"Paikauhale XX",8218,1.2,1.033,1.05,"plain:fungus forest:rocky island","frigid:subartic:humid"
498,"Paikauhale XV",8218,1.39,1.1,1.08,"city:rocky canyon:field:cliff:forest:swamp","humid:artic:tropical:hot:frigid:superheated:frozen"
499,"Naos Dionian",3060,1.34,0.845,1.17,"lava river","hot:artic:subartic:tropical"
500,"Naos Asclepian",3060,6.81,1.063,1.86,"urban:plain","tropical:artic"
501,"Pulsarianix XIX",733,6.54,0.913,1.93,"valley:ice canyon:field","frozen:artic:temperate"
502,"Pulsarianix XXIII",733,NA,1.002,1.86,"forest:river:scrubland:reef","humid:arid:frozen:temperate:tropical"
503,"Alasia Pegasusian",6569,3.07,1.143,1.39,"island","temperate:rocky"
504,"Novaflame Orphean",4881,5.06,1.541,1.49,"tundra:cityscape","superheated:arid:frozen:windy"
505,"Sulafat XV",8281,3.07,1.477,1.28,"tundra:valley:island","frozen:frigid:subartic"
506,"Sulafat IV",8281,4.51,1.16,1.57,"toxic cloudsea","arid:artic:rocky"
507,"Sulafat XXI",8281,6.12,1.109,1.77,"hill:cliff","arid"
508,"Asterion Enigma Aetherios",5413,1.64,1.131,1.13,"city:island:cliff:canyons:barren:ocean","superheated:tropical:frozen:arid"
509,"Asterion Enigma Chimeraean",5413,6.82,1.417,1.69,"acid pool:tundra:bog","tropical:temperate:windy:hot:humid:frozen"
510,"Asterion Enigma Olympus",5413,5.84,1.426,1.6,"tundra:rock arche:sea","rocky:humid"
511,"Dracothra Wu",1564,2.81,0.915,1.45,"savanna","subartic:rocky:artic:humid:windy"
512,"Dracothra Ba",1564,6.49,1.24,1.74,"rocky desert:city:valley:rock arche:cliff","frozen:artic:subartic"
513,"Dracothra Jiu",1564,1.61,1,1.17,"lakes:ash","temperate:hot:tropical"
514,"Násti Hadean",3644,1.13,1.058,1.02,"urban:river:city:rocky desert:reef:ice cave","frigid:arid:frozen:temperate:humid"
515,"Formosa XIV",306,1.1,1.007,1.03,"tundra:jungle:ice canyon:vine:rainforest","artificial temperate:tropical:subartic"
516,"Formosa XVIII",306,6.32,1.046,1.82,"fungus forest:valley:ash:jungle","rocky:superheated:windy:frozen:hot"
517,"Vortexith Gaios",6975,0.53,0.775,0.88,"jungle:valley","tropical:artic"
518,"Astral Echo Artemian",7434,0.57,1.151,0.79,"glacier:vine:field:ocean:forest:jungle","windy:tropical:temperate:hot:arid:artic"
519,"Astral Echo Hestian",7434,2.37,1.239,1.24,"reef:ice canyon:toxic cloudsea:plain:lava river:ice cave","artificial temperate:superheated:windy:humid:frigid:rocky:artic"
520,"Astral Echo Harpian",7434,8.12,0.942,2.05,"rocky canyon:cliff:verdant:rocky desert:plain:forest:cityscape","humid:arid:tropical:artificial temperate:superheated"
521,"Petra Ba",3191,1.75,1.18,1.14,"river:savanna:sea:verdant:canyons","artic:windy:artificial temperate:superheated:frozen:frigid:tropical"
522,"Petra Liu",3191,3.86,1.097,1.52,"hill:verdant","rocky:arid:superheated:tropical"
523,"Petra Shi",3191,5.38,0.845,1.85,"acid pool:rocky desert:cityscape:lava river","temperate:artificial temperate:frozen:frigid:superheated"
524,"Caph Hadean",316,3.18,0.992,1.47,"verdant","frozen:arid:temperate:humid:rocky:artificial temperate:artic"
525,"Ankh Seraph Ba",9542,3.06,0.889,1.51,"sea:grassy hill:toxic cloudsea","artificial temperate:frozen"
526,"Ankh Seraph San",9542,1.49,0.886,1.19,"vine","arid:humid:rocky:frozen"
527,"Ankh Seraph Liu",9542,8.06,1.397,1.79,"city:rocky island:acid pool:savanna:field:tundra:vine","artic:rocky:temperate:frozen:frigid"
528,"Cervantes Duodecimal",6693,1.12,0.611,1.22,"river","humid:artic"
529,"Fawaris Jiu",6924,4.21,0.977,1.63,"island","frozen:frigid"
530,"Fawaris Si",6924,NA,1.405,1.3,"vine","arid:frozen:artificial temperate"
531,"Fawaris Yi",6924,7.73,1.389,1.77,"glacier:ice canyon","superheated:frigid:frozen"
532,"Fawaris Ba",6924,3.55,1.1,1.48,"field:scrubland:sinkholes:lava river","arid:artic:humid:superheated"
533,"Fawaris Er",6924,1.22,1.36,0.96,"plain","artic"
534,"Nebulous Silence VIII",9766,0.6,1.089,0.82,"rocky canyon:jungle","temperate:tropical:hot"
535,"Nebulous Silence I",9766,1.43,1.129,1.08,"city:rock arche","frozen:artic:windy"
536,"Nebulous Silence VI",9766,1.33,0.873,1.15,"lava river:rocky island","hot:frigid:tropical:artificial temperate"
537,"Nebulous Silence XI",9766,7.7,0.986,1.98,"mountain:rocky canyon:rocky desert:island:field","temperate:humid:artificial temperate"
538,"Nebulous Silence XVIII",9766,1.63,0.994,1.18,"vine","windy:frigid:artificial temperate"
539,"Tiaki Tritonian",6965,2.91,1.072,1.39,"city:savanna:forest:grassy hill:river:tundra","rocky:arid:temperate:superheated:humid:subartic"
540,"Tiaki Astraeos",6965,5.39,0.562,2.13,"canyons","superheated:windy"
541,"Tiaki Olympios",6965,1.64,1.137,1.13,"valley:sea:city:river:tundra","temperate:windy:subartic:frigid"
542,"Tiaki Irisian",6965,6.79,1.193,1.79,"rocky desert:tundra","temperate:superheated:hot:frozen"
543,"Zaurak Pegasusian",4571,6.34,0.721,2.06,"volcano","superheated"
544,"Zaurak Hadean",4571,2.92,1.316,1.3,"rocky desert:urban:river","artic:windy:superheated:frozen:hot"
545,"Zaurak Morphean",4571,2.78,1.124,1.35,"city:hill","artificial temperate:tropical:rocky:artic:frigid"
546,"Zaurak Oranos",4571,0.57,0.6,0.98,"scrubland:volcano:ice canyon:glacier:reef","frozen:artic:arid:humid"
547,"Ronin's Cascade XXI",5940,1.25,1.161,1.02,"scrubland:rocky desert:lava river:toxic cloudsea","frozen:artificial temperate:subartic:arid"
548,"Franz XVIII",1512,1.22,0.689,1.21,"rock arche:jungle:tundra:ocean:canyons:glacier","frigid:temperate:humid:arid"
549,"Franz XXII",1512,4.28,0.815,1.74,"vine:cave:rocky canyon:jungle:acid pool","superheated:artic:frozen:arid"
550,"Franz XXIV",1512,3.47,1.013,1.51,"ocean:desert:mountain:volcano:reef","frozen:artic:hot"
551,"Franz VIII",1512,2.59,0.729,1.53,"canyons:tundra:field:lakes:city:sea","artificial temperate:subartic:tropical:humid:artic:superheated"
552,"Scarabian Veil Jiu",8481,0.89,0.849,1.02,"plateau","artificial temperate:rocky:tropical"
553,"Etherionara Atlasios",3314,1.19,1.628,0.9,"verdant:ocean:grassy hill","superheated:artificial temperate:subartic:windy"
554,"Galaxix Demetrian",9467,6.99,0.575,2.3,"grassy hill:mountain:rocky canyon:acid pool:forest","hot:artic:frigid:arid:artificial temperate:windy"
555,"Yami Silence XVI",8261,5.35,1.076,1.71,"field:rock arche:bog:tundra:cliff:acid pool:plateau","artic:frigid:superheated:temperate:humid:subartic"
556,"Alshat Quintal",9423,1.32,1.362,0.99,"urban:forest:bog:desert:canyons:plateau:cave","arid:humid:hot:frozen:artificial temperate"
557,"Alshat Secant",9423,0.69,0.472,1.14,"desert:rainforest:toxic cloudsea:plain:ice canyon:island:tundra:river","rocky:humid:artic:frozen:frigid:windy"
558,"Alshat Duodecimal",9423,0.94,1.232,0.91,"urban","rocky"
559,"Koi Horizon Poseidian",8410,0.5,1.188,0.75,"lakes","temperate:rocky"
560,"Koi Horizon Janusian",8410,0.82,1.045,0.92,"acid pool","humid:artic:tropical:windy:hot:subartic"
561,"Koi Horizon Nemesisian",8410,2.98,1.106,1.39,"cityscape:desert:plain:forest:vine","temperate:tropical:arid"
562,"Koi Horizon Nymphios",8410,1.84,1.297,1.12,"verdant:rocky desert:barren","arid:artic:superheated:frigid"
563,"Koi Horizon Typhonian",8410,4.73,0.98,1.69,"tundra:plain:rocky canyon:desert:ice canyon:rocky desert:acid pool:canyons:bog:rainforest:vine","frigid:subartic:superheated:arid:humid:tropical:rocky"
564,"Nocturnal Silence Zephyrian",3333,7.56,1.194,1.85,"cave:cityscape:ice canyon:sea","humid:superheated:arid:artic"
565,"Veritate Qi",3701,7.34,0.962,1.97,"plateau:grassland","rocky:arid:humid"
566,"Veritate Er",3701,7.69,0.929,2.02,"lakes","rocky:subartic"
567,"Veritate Yi",3701,1.79,0.729,1.35,"grassy hill:swamp:cave:rocky canyon:ocean","arid:superheated:temperate:humid:frigid:artic"
568,"Veritate Shi",3701,4.47,1.151,1.57,"verdant:sea","hot"
569,"Veritate Jiu",3701,4.93,1.337,1.54,"river","windy:subartic"
570,"Sylvarix Dionian",7728,4.52,1.134,1.59,"tundra:cave:sea","temperate:windy:subartic"
571,"Sylvarix Eosian",7728,3.35,0.826,1.59,"fungus forest:river:cliff:reef:verdant","hot:subartic:frozen"
572,"Sylvarix Artemian",7728,1.05,1.234,0.95,"ice canyon:plateau:reef:sea:cave:fungus forest:grassy hill","rocky:windy:superheated:humid:temperate:hot:frozen"
573,"Sylvarix Nereidos",7728,2.98,1.049,1.42,"mountain","tropical"
574,"Quantraflux Dionian",3661,0.53,1.186,0.76,"plateau:verdant:volcano","windy:hot:frigid:artificial temperate"
575,"Quantraflux Sirenios",3661,5.92,1.075,1.77,"plateau:toxic cloudsea:lakes:urban","temperate:humid:frigid:tropical:subartic:artic"
576,"Quantraflux Harpian",3661,3.22,1.023,1.47,"glacier:cave","artic"
577,"Quantraflux Typhonian",3661,8.3,1.049,1.99,"hill:rock arche:urban:island","arid:rocky:humid:temperate"
578,"Quantraflux Dionysios",3661,0.83,1.119,0.91,"desert:ocean:urban:rocky canyon:toxic cloudsea:rock arche","superheated:tropical:subartic:frozen:hot"
579,"Aniara Morphean",3869,1.69,1.262,1.1,"hill:rocky desert","frigid:windy:humid"
580,"Rasalhague Yi",734,1.38,0.93,1.14,"ice cave","artic:rocky"
581,"Thuban Shi",2634,9.27,0.76,2.3,"hill:toxic cloudsea:rainforest:field:cave:fungus forest","superheated:arid:artic:hot:frozen"
582,"Thuban Wu",2634,1.42,1.218,1.05,"verdant:canyons","rocky:tropical"
583,"Thuban Qi",2634,6.52,1.662,1.58,"city:volcano","temperate:artificial temperate:hot:windy"
584,"Thuban Liu",2634,6.1,0.755,2.01,"mountain:urban","subartic:temperate:windy"
585,"Phantasmal Abyss Artemian",6801,1.8,0.64,1.41,"lava river:urban:hill:verdant:mountain:rainforest","superheated:frigid:humid:arid:artificial temperate"
586,"Phantasmal Abyss Janusian",6801,2.42,1.473,1.18,"lakes:plateau:rocky canyon:rock arche","frigid:subartic:arid"
587,"Ebon Labyrinth Tertial",9978,5.95,1.11,1.75,"ice canyon:acid pool:sea:lava river:cave:field:glacier:swamp:city","artic:temperate:superheated:hot:humid:windy:artificial temperate"
588,"Albireo Zeta",1865,7.52,1.38,1.76,"canyons:ice canyon:hill:valley:lava river:island","hot:frozen:superheated:humid"
589,"Albireo Omicron",1865,1.41,0.76,1.23,"rocky desert:glacier:cave:plateau","tropical:humid:hot:frigid:artificial temperate:subartic"
590,"Albireo Alpha",1865,5.74,0.651,2.07,"urban","tropical:superheated:frigid"
591,"Albireo Omega",1865,3.83,1.187,1.48,"rocky canyon:ice cave:ice canyon","frigid:subartic:artificial temperate"
592,"Albireo Mu",1865,2.05,1.344,1.15,"ice cave:acid pool:mountain","superheated:frozen"
593,"Tapecue V",6732,1.16,1.251,0.98,"grassland","artificial temperate:humid:arid"
594,"Chasoň Si",8837,7.05,0.915,1.97,"ice canyon","hot:tropical:frigid:rocky"
595,"Chasoň Ba",8837,3.08,1.341,1.32,"rocky desert","rocky:artic:superheated"
596,"Chasoň Liu",8837,2.75,0.697,1.58,"rainforest:rock arche:plain","windy:humid:superheated:rocky"
597,"Chasoň Jiu",8837,1.72,1.163,1.14,"acid pool:reef:river","frozen:subartic:temperate:arid:rocky:frigid:artificial temperate"
598,"Chasoň Er",8837,1.67,1.239,1.1,"jungle:bog","humid:tropical"
599,"Solstara Yi",1008,1.11,1.175,0.98,"sea:acid pool:desert:verdant","rocky:humid:windy:superheated"
600,"Castula XVII",2604,7.6,0.974,1.98,"acid pool:field:cityscape:rocky desert:grassland","subartic:superheated:frozen:humid"
601,"Alhena XVI",2439,1.71,0.515,1.49,"jungle:fungus forest","superheated:hot:humid:windy:artificial temperate"
602,"Biham Atlasios",3249,2.35,0.555,1.62,"tundra:ice canyon:urban:island:volcano:hill:ash","hot:humid:frigid:rocky:subartic:temperate"
603,"Umbral Silence Ba",9627,0.58,1.166,0.79,"scrubland:acid pool","arid:humid"
604,"Umbral Silence Er",9627,2.16,0.962,1.31,"cave:reef:ice cave:island:field:scrubland","artic:subartic:arid:frozen:frigid:rocky:tropical"
605,"Nebulithra Prime",6172,2.22,0.708,1.46,"ice cave:cityscape:barren:volcano:plain","windy:arid:frozen:artic"
606,"Nebulithra Quintal",6172,3.14,1.172,1.39,"reef:swamp","rocky:frigid:temperate:humid:artificial temperate"
607,"Nebulithra Undecimal",6172,NA,1.099,1.61,"lakes:fungus forest:bog:rocky desert:grassland:jungle:river:mountain","tropical:rocky:superheated:arid:humid"
608,"Hannya Cosmos Sextant",9778,2.43,1.174,1.27,"grassy hill:island:ocean:sea","hot:artic:frigid:humid:rocky"
609,"Hannya Cosmos Decimal",9778,2.33,1.123,1.28,"sea","superheated:arid:hot:temperate"
610,"Alphard V",1327,2.78,1.109,1.36,"cliff:jungle:urban","temperate:windy:tropical:artic:frozen:artificial temperate"
611,"Obelisk Beacon Asclepian",7171,7.59,1.043,1.94,"island:rocky island:vine:rainforest:city:grassland:field:grassy hill:bog:rock arche:rocky desert","superheated:artificial temperate:arid:humid:frozen:rocky:temperate"
612,"Obelisk Beacon Nemesisian",7171,0.59,0.857,0.88,"acid pool:cityscape:plateau:valley","temperate:rocky:tropical:frozen:artificial temperate"
613,"Zephyriax Omega",2925,1.27,0.739,1.2,"desert","artificial temperate:rocky:frigid:artic"
614,"Tenshi Echoes VIII",2697,3.06,1.011,NA,"lakes:acid pool:ice cave:urban","frigid:temperate:artic:rocky"
615,"Tenshi Echoes XV",2697,0.85,1.241,0.88,"acid pool:rocky canyon:hill:jungle:urban","superheated:tropical:windy:frozen:artic:rocky"
616,"Tenshi Echoes XXI",2697,2.49,1.276,1.25,"jungle:sinkholes:fungus forest:savanna:rainforest:verdant:desert","rocky:hot:artic:artificial temperate:humid"
617,"Cosmoflare Dionysios",143,6.17,0.37,2.56,"lakes:cityscape","hot:humid:rocky"
618,"Phantasmal Echo Er",7939,5.07,0.797,1.85,"reef:ice canyon:forest","frozen:temperate:tropical"
619,"Phantasmal Echo Wu",7939,0.59,1.105,0.81,"city:valley","artic"
620,"Kang Kappa",6285,8.72,1.633,1.75,"lakes","humid:frigid:rocky:hot"
621,"Unukalhai IX",1268,1.42,1.014,1.12,"vine:cave:desert","hot:arid:tropical:temperate:artificial temperate:subartic"
622,"Fulu Olympios",4190,0.54,1.233,0.76,"cityscape:fungus forest:lava river","humid:tropical:arid"
623,"Fulu Hadean",4190,2.74,0.648,1.62,"cave","artificial temperate:windy"
624,"Beemim Alpha",4613,7.89,1.068,1.95,"ice cave:reef:field:acid pool:river","frozen:hot:artic"
625,"Tupã Iota",5683,7.28,1.491,1.7,"toxic cloudsea:vine:valley","arid:artic"
626,"Tupã Pi",5683,1.71,0.463,1.55,"jungle:sea:river:glacier:jungle","frigid:tropical:frozen:artic"
627,"Tupã Sigma",5683,0.43,0.767,0.82,"sea:jungle:verdant:island","frozen:hot:superheated:temperate"
628,"Kiri Horizon XXIV",7444,2.48,1.312,1.24,"jungle:rainforest:fungus forest:forest:reef:ocean:rock arche:plateau:grassy hill","arid:humid:rocky:frozen:tropical:subartic"
629,"Kiri Horizon XV",7444,6.26,0.863,1.94,"tundra:rocky island:ice canyon:cave:lava river","artificial temperate:frozen:arid"
630,"Naledi Omicron",3945,1.72,1.081,1.17,"jungle:ice canyon:reef:desert","tropical:arid:artic:humid:subartic:frozen:hot"
631,"Hanami Echo XXII",1574,2.46,1.162,1.28,"rainforest:jungle","hot:superheated:rocky"
632,"Pincoya Dionysios",4478,8.78,0.729,2.29,"canyons:sinkholes:ice canyon:volcano:ice cave","artic:superheated:rocky:frozen"
633,"Subra Olympus",7448,1.55,1.255,1.07,"rocky island:hill:verdant","rocky:superheated:frigid:frozen:windy"
634,"Subra Aetherios",7448,2.06,1.453,1.12,"cityscape","humid:frozen:subartic:temperate:arid:tropical:rocky"
635,"Subra Persephonian",7448,4.79,1.142,1.61,"plain","frigid"
636,"Nahn Yi",1294,8.88,1.076,2.02,"ice cave:hill","subartic:artic:arid"
637,"Nahn Si",1294,2.56,1.385,1.23,"cityscape:canyons","humid:frozen:hot:tropical"
638,"Nahn Ba",1294,0.84,1.399,0.84,"fungus forest:vine:verdant:forest:lakes:field:ocean:cliff","tropical:superheated:humid:frozen:rocky"
639,"Lucilinburhuc Sextant",8863,5.99,0.8,1.96,"fungus forest:field","humid:arid:frozen:artic"
640,"Lucilinburhuc Octal",8863,2.49,0.364,1.9,"tundra:cityscape:acid pool:rainforest:rock arche:field","subartic:frozen:frigid:humid"
641,"Lucilinburhuc Duodecimal",8863,3.54,0.41,2.05,"barren:tundra","hot:subartic:tropical:frozen:temperate:arid"
642,"Lucilinburhuc Prime",8863,4.72,1.345,1.52,"field:cliff","tropical"
643,"Nebulonix Pi",6978,5.33,1.077,1.7,"tundra:rocky desert:cave:mountain","windy:frigid:frozen:subartic"
644,"Nebulonix Iota",6978,1.66,0.758,1.3,"volcano:savanna:mountain:barren:cave:scrubland","windy:arid:rocky:superheated:frozen"
645,"Nebulonix Eta",6978,2.59,1.263,1.27,"rainforest","windy:temperate:tropical"
646,"Nebulonix Epsilon",6978,1.47,0.923,1.17,"rocky island:canyons:forest:barren:vine","frigid:temperate:arid"
647,"Nebulonix Xi",6978,4.06,1.372,1.44,"cliff:city:verdant:rocky desert:forest","windy:artic:rocky:frigid:subartic"
648,"Praecipua Er",9435,2.2,1.531,1.13,"island:sinkholes:canyons:volcano:tundra","superheated:rocky:hot"
649,"Elkurud Dionysios",4237,1.43,1.076,1.1,"jungle","tropical"
650,"Ascella Si",2508,3.09,1.195,1.37,"cliff:ash:desert","superheated:frozen"
651,"Ascella Shi",2508,1.72,0.733,1.33,"cave:hill","frozen:humid:frigid:artic:subartic:temperate"
652,"Ascella Er",2508,8.87,0.912,2.13,"cliff:lava river:canyons:lakes:plateau:rocky island","frozen:arid:superheated:artificial temperate"
653,"Ascella Qi",2508,1.07,1.05,1.01,"rocky desert:hill:ice canyon:mountain","frozen:artificial temperate:windy:temperate:hot"
654,"Heliconian Whispers Apollox",5751,2.5,1.418,1.21,"canyons:ice cave:plateau","artificial temperate:frigid:arid:rocky"
655,"Solarionara Orphean",6616,1.73,0.879,1.25,"bog","temperate:arid:superheated"
656,"Solarionara Athenian",6616,4.77,1.162,1.6,"hill:lava river:tundra:verdant:lakes:vine:ash","tropical:subartic:hot:frozen:rocky"
657,"Aegis Cryptic XVII",5074,1.21,1.088,1.04,"reef:urban:valley","temperate:arid:windy:hot:tropical"
658,"Aegis Cryptic IV",5074,0.88,1.303,0.88,"island:cityscape:glacier","tropical:artic:subartic"
659,"Aegis Cryptic VII",5074,1.4,0.667,1.28,"plain:fungus forest","humid:tropical:temperate"
660,"Aegis Cryptic XIII",5074,4.91,1.322,1.55,"toxic cloudsea:glacier","windy:frozen"
661,"Enso Helios",1152,2.06,0.557,1.55,"island:desert:barren:plateau:rocky desert","temperate:humid:arid"
662,"Cerulean Cryptic Dionian",5256,5.52,0.679,2.01,"rocky canyon:plateau:volcano:urban:fungus forest","artificial temperate:superheated:hot"
663,"Aldhibah Liu",4920,1.3,0.766,1.19,"lava river:sea:rocky desert:jungle","arid:artificial temperate:hot"
664,"Ecliptix Qi",1930,5.86,1.188,1.7,"jungle:sinkholes:reef","hot:tropical:windy"
665,"Ogma Shi",8842,4.16,1.211,1.51,"reef:plain:lakes:tundra","frozen:frigid:artic"
666,"Mahsati XVII",3680,4.15,0.959,1.63,"mountain:valley:grassy hill:cityscape:tundra","hot:arid:rocky"
667,"Karaka Epsilon",263,2.81,1.128,1.36,"grassy hill:rock arche:reef:savanna","hot:artificial temperate:artic:temperate"
668,"Karaka Nu",263,6.27,1.272,1.7,"savanna:vine:island","rocky:frigid"
669,"Zubeneschamali Asclepian",8550,7.11,0.883,2,"urban:tundra","frozen:subartic"
670,"Astral Mirage Vigesimal",7442,6.01,1.458,1.6,"canyons","frozen:artic:hot"
671,"Astral Mirage Tertial",7442,6.28,1.137,1.77,"jungle:lakes:valley:cave:rainforest:sinkholes:hill:acid pool","frozen:humid:subartic:arid:superheated:rocky:windy"
672,"Astral Mirage Octal",7442,2.16,1.454,1.14,"cityscape:volcano:valley:vine:ash:scrubland","arid:subartic:temperate:superheated:windy"
673,"Terebellum XXII",3137,3.18,0.95,1.5,"rock arche:grassland:cityscape:sea:hill:acid pool:cliff","hot:humid:tropical:windy:subartic:temperate"
674,"Minchir IX",1568,6.37,0.99,1.86,"ice cave:vine:rainforest:cityscape:swamp:acid pool","tropical:humid:subartic:frigid:rocky"
675,"Minchir I",1568,2.66,1.508,1.21,"lakes","superheated:rocky:hot:subartic"
676,"Hoshizora Seraph Er",7495,0.71,1.012,0.89,"fungus forest:plateau:bog","frigid:subartic:tropical:windy:temperate"
677,"Hoshizora Seraph Liu",7495,NA,0.562,1.53,"hill:bog","artificial temperate:windy:temperate:frozen"
678,"Hoshizora Seraph Jiu",7495,1.27,1.128,1.04,"acid pool:urban","hot"
679,"Hoshizora Seraph Ba",7495,2,0.971,1.27,"sea","tropical:frigid:superheated:arid:hot"
680,"Hoshizora Seraph Yi",7495,5.8,0.748,1.98,"barren:scrubland:acid pool:verdant:ocean:desert:ash","arid:rocky:artificial temperate:superheated:subartic"
681,"Merope VI",799,6.74,0.864,1.98,"cliff:river","artificial temperate"
682,"Merope XVIII",799,2.46,1.09,1.31,"rocky island:jungle:valley:desert:plain:vine","tropical:artificial temperate:temperate:arid"
683,"Merope XIV",799,3.75,0.796,1.68,"verdant:rocky canyon:cliff:desert","rocky:artic:superheated:artificial temperate"
684,"Quanticus Phi",9580,3.63,1.279,1.42,"vine:bog:desert:jungle","subartic:artic:windy:humid:rocky:tropical:arid"
685,"Quanticus Upsilon",9580,1.87,0.696,1.39,"plain","humid"
686,"Quanticus Zeta",9580,2.15,0.9,1.34,"jungle:acid pool:valley","temperate:frigid:artic:hot"
687,"Quanticus Gamma",9580,0.56,1.077,0.8,"acid pool","superheated:arid"
688,"Nenque Qi",4543,2.84,1.19,1.34,"valley:ice cave:canyons","artic:hot"
689,"Nenque Si",4543,1.15,0.751,1.15,"rocky canyon:ocean:volcano:lava river:swamp:island","frigid:artificial temperate:tropical:hot"
690,"Zaniah XXIII",4000,0.81,1.45,0.82,"field:rocky desert:ice cave:glacier:lakes:mountain","rocky:arid:frigid:humid"
691,"Cosmic Gaze Prime",4582,2.35,1.153,1.27,"ash","artificial temperate:rocky:hot:tropical:frozen"
692,"Cosmic Gaze Sextant",4582,5.74,0.927,1.84,"reef:tundra:field:lakes:rock arche:ice canyon","humid:frozen:hot:rocky:temperate:frigid:tropical"
693,"Infinite Whispers Chimeraean",874,3.46,0.951,1.54,"rocky desert","artic:windy:artificial temperate"
694,"Infinite Whispers Harpian",874,0.7,0.572,1.07,"sea:island:ocean:rocky island","artificial temperate:artic:temperate"
695,"Infinite Whispers Selenean",874,7.27,1.013,1.93,"island:hill:bog","temperate:artificial temperate:frozen:humid"
696,"Infinite Whispers Gaios",874,8.8,1.339,1.87,"rocky canyon:bog:jungle:vine:river","artificial temperate:frozen:subartic:windy:tropical"
697,"Nusakan Nonal",3656,1.72,0.922,1.23,"plain:scrubland:lakes:fungus forest:acid pool:tundra","temperate:artificial temperate:arid:rocky:humid"
698,"Nusakan Prime",3656,5.71,1.371,1.61,"bog:forest:valley","artic:humid:tropical:artificial temperate"
699,"Nusakan Septimal",3656,1.38,0.91,1.15,"mountain","temperate:frigid:rocky"
700,"Nusakan Quartal",3656,0.66,1.107,0.84,"hill","subartic:arid:artic:hot"
701,"Solaraether Museios",6381,7.43,1.38,1.75,"rocky island:rock arche:reef:cityscape","frozen:subartic:humid"
702,"Aetherial Mirage Pi",5509,2.32,1.01,1.32,"rock arche:swamp:rainforest:grassy hill:canyons","frigid:artificial temperate:humid"
703,"Aetherial Mirage Alpha",5509,5.23,0.808,1.86,"ice canyon:toxic cloudsea:river:valley:lakes","subartic:artic:frozen:windy"
704,"Auroraflame Septimal",6196,7.27,1.347,1.75,"city:hill","frozen:windy:artic"
705,"Auroraflame Nonal",6196,3.33,1.042,1.47,"fungus forest:forest:verdant","humid:frozen:hot:artificial temperate:temperate"
706,"Lunarisys XV",2825,1.66,1.357,1.07,"sea","humid:superheated:arid:frigid"
707,"Lunarisys XII",2825,1.94,0.756,1.37,"jungle:grassy hill","hot:frozen:subartic:superheated"
708,"Angetenar Omicron",4339,0.67,1.039,0.86,"city:river","windy:frozen:hot:tropical"
709,"Beid Aphroditos",1463,2.34,1.068,1.3,"swamp:cliff","artic:humid:superheated:windy:temperate"
710,"Beid Museios",1463,7.68,1.183,1.87,"river:sea:savanna:forest:urban","rocky:humid:artificial temperate"
711,"Beid Herculean",1463,5.27,1.227,1.63,"valley:ice canyon:lakes:jungle:island","artificial temperate:windy:frigid:hot:rocky"
712,"Beid Pegasusian",1463,0.67,0.777,0.95,"cityscape:cliff","temperate:superheated:hot:rocky"
713,"Libertas Secant",1428,3.57,1.183,1.44,"hill","subartic"
714,"Libertas Septimal",1428,3.58,1.648,1.3,"hill:mountain","artificial temperate:arid:artic:frozen"
715,"Libertas Sextant",1428,1.06,0.578,1.22,"cave:sea","artificial temperate"
716,"Meleph Prime",5479,5.57,0.693,2,"sea:island:valley:desert:cityscape","artic:superheated:frigid:windy"
717,"Meleph Vigesimal",5479,4.13,0.414,2.15,"urban:fungus forest:valley:reef:rainforest","subartic:humid:arid"
